ending,endingstem,penSyl,person,number,tense,mood,suff1,suff2,stemC1,stemC2,stemC3
ar,ANY,o,1,0,1,0,aba,ANY,o,ANY,ANY
ar,ANY,o,2,0,1,0,abas,ANY,o,ANY,ANY
ar,ANY,o,3,0,1,0,aba,ANY,o,ANY,ANY
ar,ANY,o,1,1,1,0,ábamos,ANY,o,ANY,ANY
ar,ANY,o,2,1,1,0,abais,ANY,o,ANY,ANY
ar,ANY,o,3,1,1,0,aban,ANY,o,ANY,ANY
ar,ANY,go,1,0,1,0,aba,ANY,go,ANY,ANY
ar,ANY,go,2,0,1,0,abas,ANY,go,ANY,ANY
ar,ANY,go,3,0,1,0,aba,ANY,go,ANY,ANY
ar,ANY,go,1,1,1,0,ábamos,ANY,go,ANY,ANY
ar,ANY,go,2,1,1,0,abais,ANY,go,ANY,ANY
ar,ANY,go,3,1,1,0,aban,ANY,go,ANY,ANY
ar,z,go,1,0,1,0,zaba,ANY,go,ANY,ANY
ar,z,go,2,0,1,0,zabas,ANY,go,ANY,ANY
ar,z,go,3,0,1,0,zaba,ANY,go,ANY,ANY
ar,z,go,1,1,1,0,zábamos,ANY,go,ANY,ANY
ar,z,go,2,1,1,0,zabais,ANY,go,ANY,ANY
ar,z,go,3,1,1,0,zaban,ANY,go,ANY,ANY
ar,g,o,1,0,1,0,gaba,ANY,o,ANY,ANY
ar,g,o,2,0,1,0,gabas,ANY,o,ANY,ANY
ar,g,o,3,0,1,0,gaba,ANY,o,ANY,ANY
ar,g,o,1,1,1,0,gábamos,ANY,o,ANY,ANY
ar,g,o,2,1,1,0,gabais,ANY,o,ANY,ANY
ar,g,o,3,1,1,0,gaban,ANY,o,ANY,ANY
ar,ANY,sos,1,0,1,0,aba,ANY,sos,ANY,ANY
ar,ANY,sos,2,0,1,0,abas,ANY,sos,ANY,ANY
ar,ANY,sos,3,0,1,0,aba,ANY,sos,ANY,ANY
ar,ANY,sos,1,1,1,0,ábamos,ANY,sos,ANY,ANY
ar,ANY,sos,2,1,1,0,abais,ANY,sos,ANY,ANY
ar,ANY,sos,3,1,1,0,aban,ANY,sos,ANY,ANY
ar,z,o,1,0,1,0,zaba,ANY,o,ANY,ANY
ar,z,o,2,0,1,0,zabas,ANY,o,ANY,ANY
ar,z,o,3,0,1,0,zaba,ANY,o,ANY,ANY
ar,z,o,1,1,1,0,zábamos,ANY,o,ANY,ANY
ar,z,o,2,1,1,0,zabais,ANY,o,ANY,ANY
ar,z,o,3,1,1,0,zaban,ANY,o,ANY,ANY
ar,c,o,1,0,1,0,caba,ANY,o,ANY,ANY
ar,c,o,2,0,1,0,cabas,ANY,o,ANY,ANY
ar,c,o,3,0,1,0,caba,ANY,o,ANY,ANY
ar,c,o,1,1,1,0,cábamos,ANY,o,ANY,ANY
ar,c,o,2,1,1,0,cabais,ANY,o,ANY,ANY
ar,c,o,3,1,1,0,caban,ANY,o,ANY,ANY
ar,d,NULL,1,0,1,0,daba,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,1,0,dabas,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,1,0,daba,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,1,0,dábamos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,1,0,dabais,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,1,0,daban,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,1,0,erraba,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,1,0,errabas,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,1,0,erraba,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,1,0,errábamos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,1,0,errabais,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,1,0,erraban,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,1,0,jugaba,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,1,0,jugabas,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,1,0,jugaba,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,1,0,jugábamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,1,0,jugabais,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,1,0,jugaban,ANY,ANY,ANY,ANY
ar,ANY,e,1,0,3,0,é,ANY,e,ANY,ANY
ar,ANY,e,2,0,3,0,aste,ANY,e,ANY,ANY
ar,ANY,e,3,0,3,0,ó,ANY,e,ANY,ANY
ar,ANY,e,1,1,3,0,amos,ANY,e,ANY,ANY
ar,ANY,e,2,1,3,0,asteis,ANY,e,ANY,ANY
ar,ANY,e,3,1,3,0,aron,ANY,e,ANY,ANY
ar,z,e,1,0,3,0,cé,ANY,e,ANY,ANY
ar,z,e,2,0,3,0,zaste,ANY,e,ANY,ANY
ar,z,e,3,0,3,0,zó,ANY,e,ANY,ANY
ar,z,e,1,1,3,0,zamos,ANY,e,ANY,ANY
ar,z,e,2,1,3,0,zasteis,ANY,e,ANY,ANY
ar,z,e,3,1,3,0,zaron,ANY,e,ANY,ANY
ar,g,e,1,0,3,0,gué,ANY,e,ANY,ANY
ar,g,e,2,0,3,0,gaste,ANY,e,ANY,ANY
ar,g,e,3,0,3,0,gó,ANY,e,ANY,ANY
ar,g,e,1,1,3,0,gamos,ANY,e,ANY,ANY
ar,g,e,2,1,3,0,gasteis,ANY,e,ANY,ANY
ar,g,e,3,1,3,0,garon,ANY,e,ANY,ANY
ar,and,ANY,1,0,3,0,anduve,ANY,ANY,ANY,ANY
ar,and,ANY,2,0,3,0,anduviste,ANY,ANY,ANY,ANY
ar,and,ANY,3,0,3,0,anduvo,ANY,ANY,ANY,ANY
ar,and,ANY,1,1,3,0,anduvimos,ANY,ANY,ANY,ANY
ar,and,ANY,2,1,3,0,anduvisteis,ANY,ANY,ANY,ANY
ar,and,ANY,3,1,3,0,anduvieron,ANY,ANY,ANY,ANY
ar,ANY,o,1,0,3,0,é,ANY,o,ANY,ANY
ar,ANY,o,2,0,3,0,aste,ANY,o,ANY,ANY
ar,ANY,o,3,0,3,0,ó,ANY,o,ANY,ANY
ar,ANY,o,1,1,3,0,amos,ANY,o,ANY,ANY
ar,ANY,o,2,1,3,0,asteis,ANY,o,ANY,ANY
ar,ANY,o,3,1,3,0,aron,ANY,o,ANY,ANY
ar,ANY,go,1,0,3,0,é,ANY,go,ANY,ANY
ar,ANY,go,2,0,3,0,aste,ANY,go,ANY,ANY
ar,ANY,go,3,0,3,0,ó,ANY,go,ANY,ANY
ar,ANY,go,1,1,3,0,amos,ANY,go,ANY,ANY
ar,ANY,go,2,1,3,0,asteis,ANY,go,ANY,ANY
ar,ANY,go,3,1,3,0,aron,ANY,go,ANY,ANY
ar,z,go,1,0,3,0,cé,ANY,go,ANY,ANY
ar,z,go,2,0,3,0,zaste,ANY,go,ANY,ANY
ar,z,go,3,0,3,0,zó,ANY,go,ANY,ANY
ar,z,go,1,1,3,0,zamos,ANY,go,ANY,ANY
ar,z,go,2,1,3,0,zasteis,ANY,go,ANY,ANY
ar,z,go,3,1,3,0,zaron,ANY,go,ANY,ANY
ar,g,o,1,0,3,0,gué,ANY,o,ANY,ANY
ar,g,o,2,0,3,0,gaste,ANY,o,ANY,ANY
ar,g,o,3,0,3,0,gó,ANY,o,ANY,ANY
ar,g,o,1,1,3,0,gamos,ANY,o,ANY,ANY
ar,g,o,2,1,3,0,gasteis,ANY,o,ANY,ANY
ar,g,o,3,1,3,0,garon,ANY,o,ANY,ANY
ar,ANY,sos,1,0,3,0,é,ANY,sos,ANY,ANY
ar,ANY,sos,2,0,3,0,aste,ANY,sos,ANY,ANY
ar,ANY,sos,3,0,3,0,ó,ANY,sos,ANY,ANY
ar,ANY,sos,1,1,3,0,amos,ANY,sos,ANY,ANY
ar,ANY,sos,2,1,3,0,asteis,ANY,sos,ANY,ANY
ar,ANY,sos,3,1,3,0,aron,ANY,sos,ANY,ANY
ar,z,o,1,0,3,0,cé,ANY,o,ANY,ANY
ar,z,o,2,0,3,0,zaste,ANY,o,ANY,ANY
ar,z,o,3,0,3,0,zó,ANY,o,ANY,ANY
ar,z,o,1,1,3,0,zamos,ANY,o,ANY,ANY
ar,z,o,2,1,3,0,zasteis,ANY,o,ANY,ANY
ar,z,o,3,1,3,0,zaron,ANY,o,ANY,ANY
ar,c,o,1,0,3,0,qué,ANY,o,ANY,ANY
ar,c,o,2,0,3,0,caste,ANY,o,ANY,ANY
ar,c,o,3,0,3,0,có,ANY,o,ANY,ANY
ar,c,o,1,1,3,0,camos,ANY,o,ANY,ANY
ar,c,o,2,1,3,0,casteis,ANY,o,ANY,ANY
ar,c,o,3,1,3,0,caron,ANY,o,ANY,ANY
ar,d,NULL,1,0,3,0,di,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,3,0,diste,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,3,0,dio,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,3,0,dimos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,3,0,disteis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,3,0,dieron,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,3,0,erré,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,3,0,erraste,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,3,0,erró,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,3,0,erramos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,3,0,errasteis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,3,0,erraron,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,3,0,jugué,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,3,0,jugaste,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,3,0,jugó,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,3,0,jugamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,3,0,jugasteis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,3,0,jugaron,ANY,ANY,ANY,ANY
ar,ANY,e,1,0,2,0,aré,ANY,e,ANY,ANY
ar,ANY,e,2,0,2,0,arás,ANY,e,ANY,ANY
ar,ANY,e,3,0,2,0,ará,ANY,e,ANY,ANY
ar,ANY,e,1,1,2,0,aremos,ANY,e,ANY,ANY
ar,ANY,e,2,1,2,0,aréis,ANY,e,ANY,ANY
ar,ANY,e,3,1,2,0,arán,ANY,e,ANY,ANY
ar,z,e,1,0,2,0,zaré,ANY,e,ANY,ANY
ar,z,e,2,0,2,0,zarás,ANY,e,ANY,ANY
ar,z,e,3,0,2,0,zará,ANY,e,ANY,ANY
ar,z,e,1,1,2,0,zaremos,ANY,e,ANY,ANY
ar,z,e,2,1,2,0,zaréis,ANY,e,ANY,ANY
ar,z,e,3,1,2,0,zarán,ANY,e,ANY,ANY
ar,g,e,1,0,2,0,garé,ANY,e,ANY,ANY
ar,g,e,2,0,2,0,garás,ANY,e,ANY,ANY
ar,g,e,3,0,2,0,gará,ANY,e,ANY,ANY
ar,g,e,1,1,2,0,garemos,ANY,e,ANY,ANY
ar,g,e,2,1,2,0,garéis,ANY,e,ANY,ANY
ar,g,e,3,1,2,0,garán,ANY,e,ANY,ANY
ar,and,NULL,1,0,2,0,andaré,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,2,0,andarás,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,2,0,andará,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,2,0,andaremos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,2,0,andaréis,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,2,0,andarán,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,2,0,desandaré,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,2,0,desandarás,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,2,0,desandará,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,2,0,desandaremos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,2,0,desandaréis,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,2,0,desandarán,ANY,ANY,ANY,ANY
ar,ANY,o,1,0,2,0,aré,ANY,o,ANY,ANY
ar,ANY,o,2,0,2,0,arás,ANY,o,ANY,ANY
ar,ANY,o,3,0,2,0,ará,ANY,o,ANY,ANY
ar,ANY,o,1,1,2,0,aremos,ANY,o,ANY,ANY
ar,ANY,o,2,1,2,0,aréis,ANY,o,ANY,ANY
ar,ANY,o,3,1,2,0,arán,ANY,o,ANY,ANY
ar,ANY,go,1,0,2,0,aré,ANY,go,ANY,ANY
ar,ANY,go,2,0,2,0,arás,ANY,go,ANY,ANY
ar,ANY,go,3,0,2,0,ará,ANY,go,ANY,ANY
ar,ANY,go,1,1,2,0,aremos,ANY,go,ANY,ANY
ar,ANY,go,2,1,2,0,aréis,ANY,go,ANY,ANY
ar,ANY,go,3,1,2,0,arán,ANY,go,ANY,ANY
ar,z,go,1,0,2,0,zaré,ANY,go,ANY,ANY
ar,z,go,2,0,2,0,zarás,ANY,go,ANY,ANY
ar,z,go,3,0,2,0,zará,ANY,go,ANY,ANY
ar,z,go,1,1,2,0,zaremos,ANY,go,ANY,ANY
ar,z,go,2,1,2,0,zaréis,ANY,go,ANY,ANY
ar,z,go,3,1,2,0,zarán,ANY,go,ANY,ANY
ar,g,o,1,0,2,0,garé,ANY,o,ANY,ANY
ar,g,o,2,0,2,0,garás,ANY,o,ANY,ANY
ar,g,o,3,0,2,0,gará,ANY,o,ANY,ANY
ar,g,o,1,1,2,0,garemos,ANY,o,ANY,ANY
ar,g,o,2,1,2,0,garéis,ANY,o,ANY,ANY
ar,g,o,3,1,2,0,garán,ANY,o,ANY,ANY
ar,ANY,sos,1,0,2,0,aré,ANY,sos,ANY,ANY
ar,ANY,sos,2,0,2,0,arás,ANY,sos,ANY,ANY
ar,ANY,sos,3,0,2,0,ará,ANY,sos,ANY,ANY
ar,ANY,sos,1,1,2,0,aremos,ANY,sos,ANY,ANY
ar,ANY,sos,2,1,2,0,aréis,ANY,sos,ANY,ANY
ar,ANY,sos,3,1,2,0,arán,ANY,sos,ANY,ANY
ar,z,o,1,0,2,0,zaré,ANY,o,ANY,ANY
ar,z,o,2,0,2,0,zarás,ANY,o,ANY,ANY
ar,z,o,3,0,2,0,zará,ANY,o,ANY,ANY
ar,z,o,1,1,2,0,zaremos,ANY,o,ANY,ANY
ar,z,o,2,1,2,0,zaréis,ANY,o,ANY,ANY
ar,z,o,3,1,2,0,zarán,ANY,o,ANY,ANY
ar,c,o,1,0,2,0,caré,ANY,o,ANY,ANY
ar,c,o,2,0,2,0,carás,ANY,o,ANY,ANY
ar,c,o,3,0,2,0,cará,ANY,o,ANY,ANY
ar,c,o,1,1,2,0,caremos,ANY,o,ANY,ANY
ar,c,o,2,1,2,0,caréis,ANY,o,ANY,ANY
ar,c,o,3,1,2,0,carán,ANY,o,ANY,ANY
ar,d,NULL,1,0,2,0,daré,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,2,0,darás,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,2,0,dará,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,2,0,daremos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,2,0,daréis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,2,0,darán,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,2,0,erraré,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,2,0,errarás,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,2,0,errará,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,2,0,erraremos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,2,0,erraréis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,2,0,errarán,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,2,0,jugaré,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,2,0,jugarás,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,2,0,jugará,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,2,0,jugaremos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,2,0,jugaréis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,2,0,jugarán,ANY,ANY,ANY,ANY
ar,ANY,e,1,0,4,0,aría,ANY,e,ANY,ANY
ar,ANY,e,2,0,4,0,arías,ANY,e,ANY,ANY
ar,ANY,e,3,0,4,0,aría,ANY,e,ANY,ANY
ar,ANY,e,1,1,4,0,aríamos,ANY,e,ANY,ANY
ar,ANY,e,2,1,4,0,aríais,ANY,e,ANY,ANY
ar,ANY,e,3,1,4,0,arían,ANY,e,ANY,ANY
ar,z,e,1,0,4,0,zaría,ANY,e,ANY,ANY
ar,z,e,2,0,4,0,zarías,ANY,e,ANY,ANY
ar,z,e,3,0,4,0,zaría,ANY,e,ANY,ANY
ar,z,e,1,1,4,0,zaríamos,ANY,e,ANY,ANY
ar,z,e,2,1,4,0,zaríais,ANY,e,ANY,ANY
ar,z,e,3,1,4,0,zarían,ANY,e,ANY,ANY
ar,g,e,1,0,4,0,garía,ANY,e,ANY,ANY
ar,g,e,2,0,4,0,garías,ANY,e,ANY,ANY
ar,g,e,3,0,4,0,garía,ANY,e,ANY,ANY
ar,g,e,1,1,4,0,garíamos,ANY,e,ANY,ANY
ar,g,e,2,1,4,0,garíais,ANY,e,ANY,ANY
ar,g,e,3,1,4,0,garían,ANY,e,ANY,ANY
ar,and,NULL,1,0,4,0,andaría,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,4,0,andarías,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,4,0,andaría,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,4,0,andaríamos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,4,0,andaríais,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,4,0,andarían,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,4,0,desandaría,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,4,0,desandarías,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,4,0,desandaría,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,4,0,desandaríamos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,4,0,desandaríais,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,4,0,desandarían,ANY,ANY,ANY,ANY
ar,ANY,o,1,0,4,0,aría,ANY,o,ANY,ANY
ar,ANY,o,2,0,4,0,arías,ANY,o,ANY,ANY
ar,ANY,o,3,0,4,0,aría,ANY,o,ANY,ANY
ar,ANY,o,1,1,4,0,aríamos,ANY,o,ANY,ANY
ar,ANY,o,2,1,4,0,aríais,ANY,o,ANY,ANY
ar,ANY,o,3,1,4,0,arían,ANY,o,ANY,ANY
ar,ANY,go,1,0,4,0,aría,ANY,go,ANY,ANY
ar,ANY,go,2,0,4,0,arías,ANY,go,ANY,ANY
ar,ANY,go,3,0,4,0,aría,ANY,go,ANY,ANY
ar,ANY,go,1,1,4,0,aríamos,ANY,go,ANY,ANY
ar,ANY,go,2,1,4,0,aríais,ANY,go,ANY,ANY
ar,ANY,go,3,1,4,0,arían,ANY,go,ANY,ANY
ar,z,go,1,0,4,0,zaría,ANY,go,ANY,ANY
ar,z,go,2,0,4,0,zarías,ANY,go,ANY,ANY
ar,z,go,3,0,4,0,zaría,ANY,go,ANY,ANY
ar,z,go,1,1,4,0,zaríamos,ANY,go,ANY,ANY
ar,z,go,2,1,4,0,zaríais,ANY,go,ANY,ANY
ar,z,go,3,1,4,0,zarían,ANY,go,ANY,ANY
ar,g,o,1,0,4,0,garía,ANY,o,ANY,ANY
ar,g,o,2,0,4,0,garías,ANY,o,ANY,ANY
ar,g,o,3,0,4,0,garía,ANY,o,ANY,ANY
ar,g,o,1,1,4,0,garíamos,ANY,o,ANY,ANY
ar,g,o,2,1,4,0,garíais,ANY,o,ANY,ANY
ar,g,o,3,1,4,0,garían,ANY,o,ANY,ANY
ar,ANY,sos,1,0,4,0,aría,ANY,sos,ANY,ANY
ar,ANY,sos,2,0,4,0,arías,ANY,sos,ANY,ANY
ar,ANY,sos,3,0,4,0,aría,ANY,sos,ANY,ANY
ar,ANY,sos,1,1,4,0,aríamos,ANY,sos,ANY,ANY
ar,ANY,sos,2,1,4,0,aríais,ANY,sos,ANY,ANY
ar,ANY,sos,3,1,4,0,arían,ANY,sos,ANY,ANY
ar,z,o,1,0,4,0,zaría,ANY,o,ANY,ANY
ar,z,o,2,0,4,0,zarías,ANY,o,ANY,ANY
ar,z,o,3,0,4,0,zaría,ANY,o,ANY,ANY
ar,z,o,1,1,4,0,zaríamos,ANY,o,ANY,ANY
ar,z,o,2,1,4,0,zaríais,ANY,o,ANY,ANY
ar,z,o,3,1,4,0,zarían,ANY,o,ANY,ANY
ar,c,o,1,0,4,0,caría,ANY,o,ANY,ANY
ar,c,o,2,0,4,0,carías,ANY,o,ANY,ANY
ar,c,o,3,0,4,0,caría,ANY,o,ANY,ANY
ar,c,o,1,1,4,0,caríamos,ANY,o,ANY,ANY
ar,c,o,2,1,4,0,caríais,ANY,o,ANY,ANY
ar,c,o,3,1,4,0,carían,ANY,o,ANY,ANY
ar,d,NULL,1,0,4,0,daría,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,4,0,darías,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,4,0,daría,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,4,0,daríamos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,4,0,daríais,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,4,0,darían,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,4,0,erraría,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,4,0,errarías,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,4,0,erraría,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,4,0,erraríamos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,4,0,erraríais,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,4,0,errarían,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,4,0,jugaría,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,4,0,jugarías,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,4,0,jugaría,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,4,0,jugaríamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,4,0,jugaríais,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,4,0,jugarían,ANY,ANY,ANY,ANY
ar,ANY,e,2,0,0,2,a,ANY,ie,ANY,ANY
ar,ANY,e,2,1,0,2,ad,ANY,e,ANY,ANY
ar,z,e,2,0,0,2,za,ANY,ie,ANY,ANY
ar,z,e,2,1,0,2,zad,ANY,e,ANY,ANY
ar,g,e,2,0,0,2,ga,ANY,ie,ANY,ANY
ar,g,e,2,1,0,2,gad,ANY,e,ANY,ANY
ar,and,NULL,2,0,0,2,anda,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,0,2,andad,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,0,2,desanda,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,0,2,desandad,ANY,ANY,ANY,ANY
ar,ANY,o,2,0,0,2,a,ANY,ue,ANY,ANY
ar,ANY,o,2,1,0,2,ad,ANY,o,ANY,ANY
ar,ANY,go,2,0,0,2,a,ANY,güe,ANY,ANY
ar,ANY,go,2,1,0,2,ad,ANY,go,ANY,ANY
ar,z,go,2,0,0,2,za,ANY,güe,ANY,ANY
ar,z,go,2,1,0,2,zad,ANY,go,ANY,ANY
ar,g,o,2,0,0,2,ga,ANY,o,ANY,ANY
ar,g,o,2,1,0,2,gad,ANY,o,ANY,ANY
ar,ANY,sos,2,0,0,2,a,ANY,shues,ANY,ANY
ar,ANY,sos,2,1,0,2,ad,ANY,sos,ANY,ANY
ar,z,o,2,0,0,2,za,ANY,o,ANY,ANY
ar,z,o,2,1,0,2,zad,ANY,o,ANY,ANY
ar,c,o,2,0,0,2,ca,ANY,o,ANY,ANY
ar,c,o,2,1,0,2,cad,ANY,o,ANY,ANY
ar,d,NULL,2,0,0,2,da,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,0,2,dad,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,0,2,yerra,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,0,2,errad,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,0,2,juega,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,0,2,jugad,ANY,ANY,ANY,ANY
ar,ANY,e,0,0,0,3,ar,ANY,e,ANY,ANY
ar,z,e,0,0,0,3,zar,ANY,e,ANY,ANY
ar,g,e,0,0,0,3,gar,ANY,e,ANY,ANY
ar,and,NULL,0,0,0,3,andar,ANY,ANY,ANY,ANY
ar,desand,NULL,0,0,0,3,desandar,ANY,ANY,ANY,ANY
ar,ANY,o,0,0,0,3,ar,ANY,o,ANY,ANY
ar,ANY,go,0,0,0,3,ar,ANY,go,ANY,ANY
ar,z,go,0,0,0,3,zar,ANY,go,ANY,ANY
ar,g,o,0,0,0,3,gar,ANY,o,ANY,ANY
ar,ANY,sos,0,0,0,3,ar,ANY,sos,ANY,ANY
ar,z,o,0,0,0,3,zar,ANY,o,ANY,ANY
ar,c,o,0,0,0,3,car,ANY,o,ANY,ANY
ar,d,NULL,0,0,0,3,dar,ANY,ANY,ANY,ANY
ar,err,NULL,0,0,0,3,errar,ANY,ANY,ANY,ANY
ar,jug,NULL,0,0,0,3,jugar,ANY,ANY,ANY,ANY
ar,ANY,e,0,0,1,3,ado,ANY,e,ANY,ANY
ar,z,e,0,0,1,3,zado,ANY,e,ANY,ANY
ar,g,e,0,0,1,3,gado,ANY,e,ANY,ANY
ar,and,NULL,0,0,1,3,andado,ANY,ANY,ANY,ANY
ar,desand,NULL,0,0,1,3,desandado,ANY,ANY,ANY,ANY
ar,ANY,o,0,0,1,3,ado,ANY,o,ANY,ANY
ar,ANY,go,0,0,1,3,ado,ANY,go,ANY,ANY
ar,z,go,0,0,1,3,zado,ANY,go,ANY,ANY
ar,g,o,0,0,1,3,gado,ANY,o,ANY,ANY
ar,ANY,sos,0,0,1,3,ado,ANY,sos,ANY,ANY
ar,z,o,0,0,1,3,zado,ANY,o,ANY,ANY
ar,c,o,0,0,1,3,cado,ANY,o,ANY,ANY
ar,d,NULL,0,0,1,3,dado,ANY,ANY,ANY,ANY
ar,err,NULL,0,0,1,3,errado,ANY,ANY,ANY,ANY
ar,jug,NULL,0,0,1,3,jugado,ANY,ANY,ANY,ANY
ar,ANY,e,0,0,2,3,ando,ANY,e,ANY,ANY
ar,z,e,0,0,2,3,zando,ANY,e,ANY,ANY
ar,g,e,0,0,2,3,gando,ANY,e,ANY,ANY
ar,and,NULL,0,0,2,3,andando,ANY,ANY,ANY,ANY
ar,desand,NULL,0,0,2,3,desandando,ANY,ANY,ANY,ANY
ar,ANY,o,0,0,2,3,ando,ANY,o,ANY,ANY
ar,ANY,go,0,0,2,3,ando,ANY,go,ANY,ANY
ar,z,go,0,0,2,3,zando,ANY,go,ANY,ANY
ar,g,o,0,0,2,3,gando,ANY,o,ANY,ANY
ar,ANY,sos,0,0,2,3,ando,ANY,sos,ANY,ANY
ar,z,o,0,0,2,3,zando,ANY,o,ANY,ANY
ar,c,o,0,0,2,3,cando,ANY,o,ANY,ANY
ar,d,NULL,0,0,2,3,dando,ANY,ANY,ANY,ANY
ar,err,NULL,0,0,2,3,errando,ANY,ANY,ANY,ANY
ar,jug,NULL,0,0,2,3,jugando,ANY,ANY,ANY,ANY
ar,ANY,e,1,0,0,1,e,ANY,ie,ANY,ANY
